age,income,credit_score,website_visits,email_opens,property_views,contact_attempts,time_on_site_minutes,inquiry_submitted,financing_pre_approved,budget_disclosed,location_preference_set,lead_score
49,450218,617,29,20,9,3,39,0,0,1,1,Medium
57,111219,374,11,5,5,2,23,0,0,0,1,Low
34,435676,493,20,16,9,5,50,1,1,1,0,Medium
53,149783,662,22,12,9,2,37,0,0,1,0,Low
57,191554,395,12,12,10,2,19,0,1,0,0,Low
58,439663,339,25,13,14,5,30,0,1,1,0,Medium
47,209300,696,12,4,2,2,42,0,1,0,1,Medium
43,113265,406,7,11,6,2,21,0,1,0,0,Low
25,80126,316,8,7,4,1,11,0,0,0,1,Low
52,312689,826,21,17,9,3,45,1,1,1,1,High
39,85114,798,11,10,11,4,25,1,1,0,1,High
59,385884,824,23,19,16,1,46,1,0,0,1,High
45,236422,342,13,8,8,7,25,1,0,0,1,Medium
44,218873,649,13,11,6,2,26,0,0,1,0,Low
43,306034,329,14,7,2,4,24,0,1,0,1,Medium
23,151284,740,14,19,5,2,33,0,1,0,1,Medium
52,344626,841,26,18,15,5,51,1,1,1,1,High
32,224469,754,20,14,20,5,41,1,1,0,1,High
49,424956,393,10,12,17,1,28,1,0,0,1,Medium
67,453337,594,21,11,20,4,34,1,0,1,1,Medium
53,172290,848,18,15,6,1,33,1,0,0,0,Medium
26,363735,388,15,14,10,0,37,0,1,1,0,Medium
59,118241,802,11,8,10,2,41,0,1,0,1,Medium
31,326866,513,15,12,4,4,39,1,0,1,1,Medium
61,341575,721,24,19,11,4,62,0,1,1,1,Medium
67,212615,825,24,18,18,4,37,0,0,1,1,High
45,334144,491,19,12,10,3,43,1,1,0,1,Medium
56,364119,523,17,16,12,5,43,1,0,1,0,Medium
65,60921,686,12,6,6,3,31,0,1,1,1,Low
69,391409,773,21,18,12,6,48,0,0,1,0,Medium
44,380891,502,22,9,5,3,47,0,0,0,0,Low
38,191686,746,18,14,6,2,43,1,0,0,1,Medium
22,222261,367,10,5,7,3,28,0,1,0,0,Medium
52,47601,391,6,7,5,0,13,0,1,0,0,Low
52,123332,477,13,7,5,0,26,0,0,0,1,Low
63,415398,302,20,14,11,3,31,1,0,0,1,Medium
63,232615,402,16,11,8,2,29,0,1,0,0,Medium
55,443730,572,30,15,10,4,56,1,0,0,1,Medium
30,490828,833,26,18,25,8,61,1,1,1,1,High
43,411148,415,20,14,10,9,41,0,0,1,0,Medium
34,265572,763,26,18,13,3,55,0,0,0,1,Medium
46,439508,403,27,18,13,3,41,1,0,1,1,Medium
69,454726,558,29,12,10,2,44,0,0,1,1,Medium
39,320144,607,14,19,8,3,42,1,1,0,1,Medium
33,160439,666,7,17,5,4,28,0,1,0,1,Medium
61,269691,601,33,15,11,7,33,0,1,1,1,Medium
38,149277,326,7,8,8,0,19,0,1,1,0,Low
36,322527,807,19,7,14,3,49,1,0,0,1,High
63,172857,826,16,9,8,1,33,1,0,0,1,Medium
36,70910,664,13,8,4,4,24,0,1,0,1,Low
36,200100,597,17,11,19,2,25,0,0,0,0,Low
60,185927,660,14,11,9,3,44,1,0,1,1,Medium
34,316425,803,22,19,14,6,32,0,0,0,0,Medium
38,405982,329,19,12,9,3,39,0,0,0,1,Medium
53,34841,738,15,9,7,4,17,1,1,1,1,Medium
30,127204,639,12,6,9,0,46,0,1,0,0,Low
61,90155,425,8,11,6,1,28,1,1,0,0,Medium
41,450134,665,18,21,10,5,53,0,0,0,1,Low
47,348457,742,24,16,10,6,56,1,1,1,0,High
48,289589,562,28,10,5,2,40,1,1,0,0,Medium
42,291140,521,7,15,10,5,32,0,1,0,1,Medium
39,403832,301,19,13,6,4,28,0,0,1,0,Low
34,178515,693,20,16,13,0,30,0,0,0,1,Medium
37,455466,605,23,12,15,4,61,0,0,0,1,Medium
30,162994,445,19,7,6,4,29,0,0,0,0,Low
33,324120,829,28,11,13,4,39,1,0,0,0,Medium
65,173063,827,16,14,12,3,35,1,1,0,0,High
59,134405,607,12,5,10,2,23,0,1,1,1,Low
40,83744,639,25,14,8,3,24,1,1,0,1,Medium
28,445949,651,21,16,11,3,44,1,1,1,0,Medium
56,32473,508,8,6,7,4,15,0,1,0,0,Low
69,169180,504,13,12,7,2,24,0,1,0,1,Medium
39,58715,314,7,4,4,2,12,0,0,0,1,Low
37,274826,727,22,22,8,2,41,1,0,0,1,Medium
60,283856,775,24,12,10,8,36,1,0,0,0,Medium
25,269419,597,10,12,10,5,42,1,1,0,0,Medium
46,282508,393,11,10,8,1,31,0,1,0,0,Low
53,455426,406,25,10,13,2,31,0,0,0,1,Medium
61,329461,718,23,18,8,8,51,0,0,0,1,Low
34,357660,577,19,8,15,2,40,0,0,0,1,Medium
66,194434,427,17,9,5,3,25,0,1,0,0,Low
38,84604,758,15,9,8,2,37,0,1,0,0,Medium
58,34889,337,6,6,3,1,16,1,0,1,0,Low
27,250629,497,10,11,4,1,36,0,1,0,1,Low
40,365892,656,22,14,15,2,40,0,1,0,1,Medium
34,324115,306,17,11,3,7,23,1,1,0,0,Medium
47,80551,631,10,6,7,1,25,0,1,1,1,Low
35,164273,818,19,11,9,3,33,1,0,0,0,Medium
52,267230,493,19,13,8,1,34,0,1,0,1,Medium
25,266139,615,17,8,12,4,31,1,0,0,0,Medium
60,138957,300,6,4,5,1,17,0,0,1,0,Low
29,119882,361,15,3,5,0,13,0,0,0,1,Low
46,330102,642,24,12,12,3,42,0,0,0,1,Low
34,240323,317,11,9,7,1,29,0,1,0,1,Medium
53,297825,670,30,15,11,3,55,0,1,0,0,Medium
59,131982,534,16,13,7,3,33,0,0,0,0,Low
59,76870,368,12,8,6,2,21,1,0,1,0,Low
49,420540,746,26,17,15,5,58,0,1,0,1,Medium
51,243328,307,16,11,7,1,43,0,1,0,1,Medium
24,359347,761,18,17,16,6,48,0,1,0,1,Medium
49,189224,610,9,19,4,3,42,0,1,1,1,Medium
24,80061,433,14,7,2,2,17,0,1,0,0,Low
66,218691,684,14,12,11,4,49,0,0,0,0,Medium
55,88235,355,9,5,6,0,16,0,0,1,0,Low
37,496956,659,26,12,10,7,57,1,0,1,1,Medium
43,330034,413,14,7,14,4,27,0,1,0,0,Medium
53,120073,387,10,8,7,2,25,0,1,0,0,Low
59,353545,437,19,15,15,2,43,0,0,0,1,Medium
29,41217,407,10,5,2,1,16,0,0,0,0,Low
29,340495,799,28,21,13,4,31,0,0,0,0,Medium
27,325885,834,32,16,13,4,53,0,0,0,1,Medium
35,443870,443,23,16,12,5,41,1,0,1,1,Medium
53,222386,355,19,8,4,5,28,0,1,1,1,Medium
56,293552,305,21,11,9,0,37,0,1,0,0,Low
31,72903,841,20,6,8,1,31,1,0,0,1,Medium
24,245280,746,20,14,11,6,42,1,1,1,1,High
33,137042,684,18,4,5,9,28,0,0,1,0,Low
52,273725,606,17,17,14,3,35,1,1,1,1,High
50,162290,601,16,6,10,4,31,0,1,0,0,Low
26,211644,704,20,16,8,2,36,1,1,0,0,Medium
46,482014,809,27,18,19,1,67,0,0,0,1,Medium
62,414333,372,27,13,12,3,39,0,1,1,1,Medium
52,139268,564,17,8,4,5,30,0,0,0,0,Low
42,60105,526,11,5,5,4,18,1,0,1,0,Low
41,99634,492,9,11,6,2,20,0,1,0,1,Low
60,409570,673,23,20,20,2,50,1,1,1,0,High
43,488279,309,11,13,7,2,34,0,1,1,0,Medium
25,168691,601,22,10,10,5,36,0,0,0,1,Low
34,435155,658,26,9,15,2,59,1,0,0,1,Medium
66,48226,351,5,3,3,0,16,0,1,0,1,Low
63,55322,398,5,6,4,0,13,0,1,0,0,Low
41,409648,312,15,17,7,5,43,0,0,0,0,Low
34,350359,689,30,19,8,4,32,1,0,0,0,Medium
38,440094,656,24,15,12,4,52,0,0,1,1,Medium
57,429776,310,18,13,9,1,34,0,0,0,0,Low
54,461494,380,23,17,14,1,44,0,0,0,0,Medium
22,197284,560,13,13,6,0,36,0,0,0,0,Low
36,124835,305,8,5,5,3,20,0,0,1,1,Low
34,285027,757,21,11,12,8,55,1,1,1,0,High
38,103079,672,16,4,9,3,33,0,1,0,0,Low
45,53946,780,10,17,7,3,27,1,0,1,1,Medium
29,192812,521,15,12,6,2,30,0,0,1,1,Medium
48,402877,380,23,18,12,4,39,0,0,1,0,Medium
66,37253,814,25,8,11,1,31,0,0,1,1,Medium
44,109311,359,5,5,5,3,22,0,1,1,0,Low
67,324957,520,22,11,3,8,48,0,0,1,0,Medium
29,487547,648,19,24,11,3,42,1,1,1,1,Medium
29,450848,527,23,18,14,3,41,0,0,1,0,Medium
47,340509,589,19,13,13,4,44,0,0,1,1,Medium
68,97593,592,7,11,5,3,23,0,1,0,1,Low
34,456647,492,26,6,14,5,49,1,1,0,1,Medium
60,460652,773,31,23,13,7,52,0,1,1,1,High
58,179485,556,17,11,9,2,31,0,0,1,0,Low
49,256833,805,20,14,10,5,42,0,0,0,1,Medium
46,68485,687,20,10,10,1,33,1,1,0,1,Medium
37,229304,697,22,17,9,3,46,0,1,0,0,Medium
23,403648,665,29,13,12,8,56,0,1,1,1,Medium
39,308245,589,23,13,9,1,50,0,1,0,1,Medium
38,38831,608,12,7,12,1,29,1,1,1,1,Medium
51,344041,577,17,18,5,3,64,0,1,1,0,Medium
60,35004,763,20,8,4,4,27,1,1,1,1,Medium
34,338068,488,20,11,8,1,47,0,0,0,1,Low
53,444725,477,20,14,9,5,44,1,0,0,0,Low
50,67170,827,21,12,12,1,40,1,0,1,1,Medium
67,73555,674,15,8,8,5,37,0,1,0,0,Low
51,437878,753,24,17,12,10,48,0,1,0,1,High
39,148115,516,17,12,7,3,26,0,0,0,0,Low
34,396360,341,21,14,7,6,38,0,1,1,1,Medium
64,358074,493,11,22,9,1,46,1,0,1,1,Medium
42,208475,626,11,16,15,2,28,1,0,1,1,Medium
51,328509,672,24,16,5,3,38,0,1,1,1,Medium
42,354332,764,11,17,12,3,46,1,1,0,1,High
69,237132,462,18,7,7,3,34,1,0,1,1,Medium
38,390777,575,20,25,13,4,32,0,0,0,1,Low
61,449889,663,26,17,13,9,42,0,0,0,1,Medium
40,93471,779,21,10,13,4,34,0,1,1,0,Medium
36,440372,759,25,22,9,8,55,0,0,1,1,Medium
30,87287,564,9,6,3,0,25,1,0,0,0,Low
31,424861,838,36,16,13,3,54,1,1,0,1,High
65,351220,685,20,6,8,3,47,1,1,1,0,High
52,146475,384,7,7,7,2,21,0,0,0,0,Low
44,498567,615,23,11,8,3,35,0,1,0,1,Medium
51,80151,542,10,8,5,0,14,0,1,0,0,Low
54,97384,768,21,15,11,4,32,1,1,0,1,Medium
30,392009,641,24,19,18,6,40,0,0,1,0,Low
68,63541,476,13,5,4,1,22,0,0,0,1,Low
22,102847,429,6,5,2,6,11,0,0,0,1,Low
65,248171,382,17,8,7,3,24,0,1,0,0,Medium
56,241811,659,24,18,6,4,36,1,0,1,1,Medium
32,343099,387,16,13,8,2,40,0,1,1,1,Medium
55,432506,831,21,18,12,7,55,0,1,0,1,Medium
37,482158,770,16,19,12,5,49,0,1,1,1,Medium
30,243739,797,20,18,8,3,51,0,0,0,0,Medium
53,453359,806,23,20,14,3,60,1,1,0,1,High
36,447725,653,22,27,14,6,49,0,1,1,1,Medium
33,379924,715,24,10,12,3,45,0,0,0,1,Low
54,197813,350,8,11,4,2,18,1,1,0,1,Medium
66,450114,362,17,9,13,3,42,0,0,0,0,Low
35,129919,388,17,7,4,1,24,0,0,1,1,Low
29,404998,489,20,19,7,3,30,0,1,1,1,Medium
29,246746,647,18,10,9,1,40,1,1,0,0,Medium
48,224020,837,29,12,9,4,44,0,0,0,0,Medium
33,91768,475,6,6,5,4,17,0,1,1,1,Low
22,73262,663,15,3,3,4,25,0,0,0,0,Low
64,428722,782,33,23,10,6,55,1,1,1,0,High
61,50605,418,16,3,3,0,22,0,0,1,1,Low
63,108590,468,7,6,6,0,14,0,1,0,1,Low
32,320375,446,15,11,7,3,31,0,1,1,1,Medium
60,109397,736,18,12,10,4,39,0,1,0,1,Medium
64,107123,738,20,9,8,2,29,1,1,0,0,Medium
52,305659,488,15,16,13,3,44,1,0,0,1,Medium
38,379355,459,14,16,5,1,36,0,1,1,1,Medium
54,461838,701,17,14,18,2,60,0,1,0,1,Medium
53,308744,317,13,7,3,1,26,0,0,0,0,Low
50,188964,439,15,9,11,2,28,0,1,0,0,Medium
42,361454,414,16,13,12,1,47,0,1,0,0,Medium
42,445017,627,24,16,13,2,52,0,0,0,0,Low
61,198767,524,17,12,12,4,29,0,1,0,1,Medium
44,452069,738,24,28,8,1,37,1,0,0,0,Medium
27,165501,849,17,11,11,5,48,1,1,1,1,High
43,165678,685,12,15,6,3,41,0,1,1,0,Medium
59,427694,820,31,15,7,3,61,0,0,0,0,Medium
58,144380,552,21,13,6,2,24,0,1,0,1,Low
66,201206,397,14,12,2,5,35,1,0,1,1,Medium
29,493179,370,21,12,17,2,53,1,0,0,1,Medium
62,403924,746,26,24,10,4,52,1,1,0,0,Medium
56,494113,389,26,11,12,4,44,0,0,0,0,Medium
32,186547,729,26,14,8,4,43,1,0,0,1,Medium
45,358321,518,13,17,6,3,44,1,1,1,0,Medium
42,182802,406,15,7,7,2,21,0,0,0,1,Low
23,182185,775,18,19,6,3,38,0,1,0,0,Medium
61,181083,753,15,13,14,3,33,0,0,0,1,Medium
40,85746,843,11,11,4,2,29,0,0,1,0,Low
60,415219,425,27,17,8,2,36,0,1,0,1,Medium
49,203925,446,15,9,2,2,34,1,0,1,0,Medium
38,377339,579,17,16,17,3,39,1,1,1,0,High
27,328962,323,13,8,4,5,24,0,0,0,0,Low
40,198393,419,14,9,3,1,24,1,0,0,1,Low
59,313453,596,12,12,10,5,32,1,0,1,0,Medium
49,441904,381,17,10,4,3,44,0,1,0,0,Medium
23,320320,747,28,18,14,4,49,0,0,0,0,Medium
59,98879,769,23,6,7,3,27,0,0,0,0,Low
58,97592,722,15,10,6,4,29,0,1,1,1,Medium
25,376872,844,27,15,16,4,52,1,0,1,1,High
43,250084,323,19,9,9,4,24,1,0,1,0,Medium
47,432632,360,21,12,10,2,35,1,0,0,1,Medium
64,463210,383,19,11,6,2,29,1,0,1,0,Medium
57,227494,524,20,9,7,3,30,1,1,1,1,High
34,300728,485,14,6,12,4,47,0,0,1,0,Medium
53,154555,674,18,14,7,2,26,0,1,0,1,Medium
38,385446,371,22,13,8,4,21,1,0,1,1,Medium
62,414552,373,17,14,7,1,31,0,0,1,1,Low
57,48830,640,11,12,9,6,21,1,1,1,1,Medium
67,246897,452,10,11,8,7,30,0,0,0,1,Low
40,282234,395,16,7,6,2,30,0,1,1,0,Medium
56,369210,744,20,15,9,3,44,0,1,0,0,Medium
67,295735,409,13,13,14,1,32,1,1,1,0,Medium
61,123878,757,12,12,16,5,42,0,1,0,1,Medium
49,155407,350,15,6,9,3,26,1,0,1,0,Medium
22,146869,676,15,14,9,1,33,0,1,0,1,Medium
63,287716,372,7,9,9,4,26,0,0,0,0,Low
39,313539,511,17,15,10,4,44,1,0,0,1,Medium
69,477398,731,26,13,17,1,48,0,1,0,1,Medium
61,46738,467,10,4,3,2,26,1,0,0,0,Low
54,163703,630,12,10,8,3,25,0,0,0,1,Low
33,178977,793,23,5,6,1,38,0,1,0,1,Medium
29,49056,442,9,6,4,1,15,0,0,1,1,Low
45,270746,744,13,16,7,5,47,0,1,1,0,Medium
37,413800,693,30,13,18,0,56,1,1,1,0,Medium
25,145316,811,16,8,11,5,28,1,0,0,0,Medium
59,196519,627,12,13,8,3,50,0,0,1,0,Low
65,84418,558,8,12,9,2,31,1,0,1,1,Low
48,329334,736,25,14,11,4,57,0,1,0,1,Medium
30,56014,648,13,9,7,3,30,0,1,1,1,Medium
68,234071,814,18,8,9,2,41,0,1,0,1,Medium
37,268989,748,25,13,10,3,47,0,1,0,1,Medium
33,211350,698,18,7,5,2,33,1,1,1,0,Medium
52,417707,513,20,14,13,4,42,0,0,0,0,Low
45,293924,845,26,16,10,4,58,0,0,0,1,Medium
35,220330,588,7,15,6,0,24,0,0,0,1,Medium
66,72192,558,9,4,1,2,18,0,0,0,0,Low
46,482516,557,23,26,10,8,52,1,1,1,1,High
55,397019,687,27,18,12,7,49,0,1,1,1,Medium
24,391273,844,25,14,13,4,56,1,0,0,1,High
45,73923,564,16,9,3,3,20,0,0,1,1,Low
63,119196,612,12,14,9,3,35,0,0,0,1,Low
30,32395,339,7,2,2,3,11,1,0,1,0,Low
47,394593,509,20,16,10,4,47,1,1,1,1,Medium
41,413891,571,25,21,14,5,43,1,0,1,1,Medium
61,258456,435,15,9,6,1,33,0,0,1,1,Medium
31,438995,359,29,5,4,3,33,0,1,0,0,Medium
40,101028,809,23,12,11,4,36,1,0,0,1,Medium
24,452938,814,29,22,14,2,49,0,1,0,0,High
45,430327,314,25,14,7,4,37,0,0,0,0,Low
26,272463,554,18,12,9,0,36,0,1,0,0,Medium
24,171056,834,24,16,10,4,37,1,1,1,1,High
48,385320,534,13,16,9,5,45,0,1,1,1,Medium
37,233400,430,13,11,7,1,33,1,1,0,0,Medium
36,285315,316,8,11,7,3,27,1,0,0,0,Medium
56,319068,484,22,10,5,1,37,1,0,1,0,Medium
33,475919,690,24,15,13,4,53,0,0,0,1,Medium
62,324721,722,23,18,18,9,49,1,1,0,1,High
65,168783,741,18,16,8,2,34,1,1,0,1,Medium
47,115548,311,6,7,5,0,21,0,1,0,1,Low
68,287288,819,19,6,15,4,46,0,0,1,1,Medium
55,155093,379,12,5,4,5,20,1,0,0,0,Low
44,265835,601,15,13,9,3,40,0,1,0,1,Medium
52,427312,515,23,16,13,3,47,1,0,0,1,Medium
41,358699,547,31,10,10,3,48,0,1,1,1,Medium
33,381992,840,28,19,18,4,47,1,0,1,1,High
44,236084,571,16,6,17,2,23,0,0,0,0,Low
25,300398,432,16,7,13,3,26,0,0,0,1,Low
44,417554,304,12,10,5,5,31,0,0,0,1,Low
69,259027,841,26,16,8,2,47,0,0,1,0,Medium
69,429181,440,17,22,15,6,49,0,0,0,0,Low
22,238072,782,19,13,8,5,46,0,1,0,1,Medium
46,278029,604,21,9,8,4,32,0,1,0,0,Low
23,239047,644,21,12,8,0,43,0,0,1,0,Low
51,481203,569,32,17,8,4,51,0,0,0,0,Medium
24,395169,407,16,15,12,6,36,0,1,0,0,Medium
42,160509,773,24,17,13,2,45,0,0,0,0,Medium
46,267784,381,11,19,10,2,29,0,1,1,1,Medium
41,325107,383,11,12,13,6,36,0,0,0,1,Low
43,33273,589,11,5,9,1,22,0,0,0,1,Low
42,45330,370,6,4,6,2,12,0,0,0,1,Low
54,182566,474,16,12,5,5,33,0,0,1,0,Low
59,106422,762,18,9,8,1,43,0,0,1,1,Low
36,414233,694,29,19,13,5,57,1,0,1,0,Medium
67,33212,390,6,5,7,1,12,0,1,0,0,Low
36,262131,768,20,12,10,5,39,0,1,0,1,Medium
67,117594,733,14,17,5,4,28,0,1,0,1,Medium
46,162152,548,14,15,12,4,23,1,1,1,0,Medium
42,324819,540,13,10,10,3,40,0,1,0,0,Medium
45,52007,795,20,7,7,1,37,0,1,0,1,Medium
26,143805,639,19,8,10,4,30,0,1,1,0,Medium
27,374785,770,25,11,8,3,58,1,1,0,0,Medium
64,125815,762,17,15,9,2,38,1,1,0,1,Medium
69,338959,574,22,9,9,3,40,0,0,0,1,Medium
65,375626,314,22,15,8,2,20,0,0,1,1,Medium
68,292783,340,11,6,6,2,21,0,0,1,0,Low
44,355737,507,16,10,10,5,44,0,1,0,1,Medium
25,108038,359,4,4,6,2,21,0,1,0,0,Low
48,386043,664,20,14,13,5,39,0,1,0,0,Medium
39,295880,539,27,16,6,4,30,1,0,0,1,Medium
42,283506,459,10,10,11,0,25,0,0,1,1,Medium
49,46473,696,8,7,8,1,30,0,1,1,1,Medium
56,158771,799,10,15,5,2,35,1,1,1,0,Medium
43,155801,508,15,14,3,6,33,0,1,0,1,Medium
61,457235,432,22,6,5,0,43,0,1,0,0,Low
44,399742,680,23,17,7,3,51,0,1,0,0,Medium
24,116623,732,17,9,13,2,33,0,0,0,1,Low
61,255097,688,21,12,14,3,49,1,0,0,0,Medium
31,328964,731,18,15,8,7,45,1,1,0,1,High
46,245933,573,18,10,11,0,19,0,0,1,1,Medium
29,349733,650,22,7,15,3,40,0,1,1,1,Medium
32,226879,433,10,11,5,4,29,1,1,1,1,Medium
26,310558,365,14,10,9,2,23,0,1,0,1,Medium
66,419522,504,24,15,13,3,47,1,0,1,0,Medium
58,54220,597,11,6,7,1,21,0,0,0,0,Low
66,90531,416,11,8,2,1,24,0,0,1,0,Low
59,402146,566,20,13,14,5,46,1,1,0,1,High
50,203497,448,15,8,5,0,30,0,1,1,1,Medium
26,39387,493,12,5,5,1,23,0,0,0,0,Low
30,275752,478,13,9,11,4,35,0,0,1,1,Medium
69,106815,447,7,10,2,6,26,1,1,1,0,Medium
23,57584,764,17,16,12,4,29,1,0,0,0,Medium
22,74783,304,6,10,2,0,15,0,0,1,1,Low
61,200881,825,11,12,10,5,34,0,1,0,1,Medium
51,215399,579,22,18,5,2,35,1,1,0,0,Medium
32,154494,798,14,6,11,4,39,1,1,0,0,Medium
49,145814,735,17,6,10,1,38,1,1,0,1,Medium
65,280139,515,12,18,15,2,42,1,1,0,1,Medium
33,422896,814,27,13,12,11,51,1,1,1,0,High
60,171929,436,9,9,7,1,22,1,1,1,0,Medium
47,203333,579,13,18,4,3,36,1,0,0,0,Medium
34,365732,431,25,12,13,2,40,0,1,1,1,Medium
29,440211,692,25,18,5,4,51,0,1,1,0,Medium
49,276509,780,23,9,12,5,38,0,0,0,1,Medium
51,43580,812,20,6,8,1,37,0,0,0,0,Low
30,48240,718,16,12,6,3,30,1,1,1,0,Medium
60,284351,501,8,7,8,1,29,1,1,1,0,Medium
52,375590,761,38,21,18,2,56,0,0,1,0,Medium
42,498968,501,24,17,9,3,55,0,1,1,0,Medium
68,396677,451,17,17,10,5,51,0,0,0,1,Low
55,284271,521,19,10,7,3,32,0,0,1,1,Medium
52,469327,378,17,15,14,7,42,0,1,0,0,Low
46,458082,499,29,10,10,5,45,1,0,0,1,Medium
33,110974,398,11,7,6,0,18,0,1,1,0,Low
22,103401,512,16,8,7,2,25,0,1,1,1,Medium
43,243165,442,20,14,7,5,34,0,0,0,0,Low
61,435427,688,25,18,22,6,43,0,0,1,0,Medium
58,482201,673,27,13,13,4,62,1,0,0,0,Medium
68,194340,351,13,5,3,2,22,0,1,1,0,Low
22,295790,434,24,7,7,2,41,1,0,0,0,Medium
22,216443,710,19,4,5,3,31,0,1,1,1,Medium
63,278123,769,27,12,7,4,40,0,0,0,0,Low
63,334960,411,23,17,7,1,38,0,1,1,0,Medium
42,119460,824,20,6,8,3,33,0,1,1,0,Medium
36,336256,343,18,14,11,2,36,0,0,0,0,Low
38,81048,696,18,10,4,2,34,1,1,0,1,Medium
43,478127,560,23,14,13,3,51,0,1,1,1,Medium
59,236518,844,22,21,13,1,50,0,0,0,0,Medium
56,162850,687,17,15,7,4,42,1,1,0,0,Medium
66,337896,775,27,17,11,3,44,0,1,1,1,High
37,362870,709,28,8,7,3,40,1,0,0,1,Medium
29,241912,315,10,6,6,2,32,1,0,1,0,Medium
68,450505,401,22,18,9,4,49,0,1,1,1,Medium
38,336932,485,20,11,6,5,43,1,0,1,1,Medium
38,296891,324,19,14,7,2,33,0,0,1,0,Low
47,498038,371,24,13,13,4,48,0,1,1,0,Medium
34,30045,317,3,2,5,0,21,0,0,1,0,Low
38,37758,631,14,12,7,0,22,1,1,1,0,Medium
59,285397,396,13,9,11,0,35,0,0,0,1,Medium
38,417220,311,21,14,8,3,41,0,1,0,1,Medium
69,184509,310,10,4,1,0,27,0,1,1,1,Medium
35,180657,462,11,10,9,5,27,1,0,0,1,Medium
66,170926,582,17,9,9,3,32,0,0,1,1,Low
27,213148,540,16,10,9,2,35,0,0,0,0,Low
56,349094,344,8,13,6,4,35,1,1,1,1,Medium
67,178421,554,19,6,9,6,30,0,0,0,1,Low
35,257300,366,11,7,7,3,33,1,1,0,1,Medium
68,182420,341,11,10,2,0,21,1,1,1,0,Medium
29,195368,683,13,21,8,0,35,1,1,0,0,Medium
36,49455,533,10,4,6,2,17,1,0,1,1,Low
48,239896,784,27,26,10,1,34,1,0,0,0,Medium
34,477237,338,27,17,9,4,40,1,1,0,1,Medium
52,495139,310,20,14,4,6,44,0,0,1,0,Low
56,261897,708,18,9,9,5,48,1,1,0,1,Medium
27,462509,407,32,17,15,7,31,0,0,1,0,Medium
26,118552,393,10,4,9,5,15,0,0,0,1,Low
43,338260,383,19,8,10,2,39,1,0,1,0,Medium
44,412605,357,19,17,7,1,39,0,0,1,0,Low
46,70484,592,13,7,4,2,21,1,0,0,1,Low
55,453431,315,14,14,9,4,26,0,1,1,1,Medium
47,373782,776,14,21,11,5,52,0,1,0,1,Medium
68,164476,464,12,13,7,1,30,1,0,0,0,Medium
26,198332,736,17,15,7,4,31,1,0,1,0,Medium
47,130647,702,14,15,12,3,31,1,0,1,1,Medium
41,95642,685,17,10,11,3,31,0,0,0,0,Low
27,241803,437,15,6,9,2,30,1,0,1,1,Medium
27,338153,830,22,27,12,3,67,1,1,1,1,High
39,158824,592,18,9,7,3,39,1,0,0,0,Low
25,278914,774,27,18,14,4,43,0,0,0,1,Medium
38,321749,761,28,13,12,4,41,0,1,0,1,High
35,140879,672,10,11,9,2,23,0,0,0,1,Low
35,476421,461,18,19,14,5,49,0,1,1,1,Medium
34,460785,343,16,18,9,5,46,0,0,0,1,Low
28,150827,382,9,7,3,2,22,1,1,0,0,Low
65,297724,838,31,16,11,4,69,1,1,0,1,High
36,407046,818,28,21,14,3,50,0,0,1,1,Medium
40,297544,710,15,13,10,5,46,0,1,0,0,Medium
64,200715,640,22,8,5,4,31,0,0,1,0,Medium
68,257257,388,18,6,7,2,27,1,0,0,0,Low
65,388176,529,22,19,14,4,44,1,0,0,0,Medium
56,157319,317,10,5,7,5,25,0,0,0,0,Low
38,136960,580,14,7,5,0,34,0,0,0,1,Low
56,69015,721,17,12,4,2,36,0,0,0,1,Low
40,363857,637,22,15,16,4,53,0,0,0,0,Low
41,233877,565,25,10,12,1,29,1,0,0,0,Medium
57,438190,654,29,14,8,3,61,1,1,0,1,Medium
56,175109,659,15,13,10,1,32,1,1,0,0,Medium
53,292063,516,16,11,8,4,24,0,1,1,1,Medium
69,439383,620,31,20,8,3,52,1,0,0,1,Medium
65,118754,511,8,5,5,2,27,0,0,0,0,Low
61,251775,502,16,6,2,7,35,0,1,0,1,Medium
45,335292,452,25,8,8,6,36,1,0,1,0,Medium
38,233225,728,21,9,17,6,46,1,1,0,1,High
28,182606,586,18,10,7,3,41,1,0,0,0,Low
64,252067,620,19,12,6,2,27,1,1,1,0,Medium
22,414934,735,27,11,12,5,58,0,0,1,1,Medium
56,378222,795,22,11,11,3,41,0,1,1,1,Medium
53,86879,448,8,9,2,0,28,0,1,0,0,Low
57,149894,841,22,9,7,5,40,0,0,0,0,Low
34,95839,781,26,9,14,1,35,0,0,0,0,Medium
27,59756,625,13,9,7,1,22,1,0,0,1,Low
35,173755,328,11,3,7,6,25,0,1,1,0,Low
58,210557,558,18,8,9,4,34,0,0,1,0,Low
69,259303,374,16,11,9,4,26,1,0,0,0,Medium
36,434241,797,17,18,15,4,40,0,0,1,0,Medium
68,179787,715,12,6,9,5,33,1,0,0,1,Medium
25,493313,639,23,18,6,6,63,0,0,1,1,Medium
61,122943,607,13,3,9,0,23,0,1,0,1,Medium
37,248188,540,15,14,3,4,28,0,1,0,1,Medium
49,498921,552,28,13,15,7,46,1,0,0,1,Medium
37,178188,519,10,8,9,4,30,0,0,1,0,Low
25,66744,696,18,1,6,3,29,1,1,1,1,Medium
66,154697,635,19,12,8,1,35,0,1,0,0,Medium
